FBgn0026562	43868.5455480573	-2.46933030084869	0.0864496432862815	-28.56379976805	1.89316418955123e-179	1.63777634038077e-175	True
FBgn0003360	4392.7577141093	-3.1701122171584	0.112743656378404	-28.1178765971408	5.92307800497883e-174	2.56202739105359e-170	True
FBgn0039155	735.939136596636	-4.61554656525852	0.170915782537854	-27.0048002397689	1.29799959919955e-160	3.74299817755844e-157	True
FBgn0025111	1508.08707143002	2.80868803635876	0.104634177350187	26.8429313202198	1.01998388582987e-158	2.20597014907856e-155	True
FBgn0029167	3663.82173154691	-2.19807643925039	0.0950785197800491	-23.1185387018575	3.01420639838627e-118	5.21517991048793e-115	True
FBgn0035085	644.366837429722	-2.61651171057442	0.132758077775416	-19.7088701073295	1.80962448435325e-86	2.60917690235666e-83	True
FBgn0039827	265.07817718924	-4.06479141979196	0.218093453770094	-18.6378423997857	1.585062351818e-77	1.95891062936822e-74	True
FBgn0264475	650.947679886028	-2.53279144691797	0.144818756655837	-17.489388152511	1.72600367170472e-68	1.8664572204897e-65	True
FBgn0034736	222.308995848072	-3.54211052361843	0.215971150617384	-16.4008503612302	1.88579795899933e-60	1.81267090481147e-57	True
FBgn0000071	322.085805028094	2.60042873862891	0.163550563689657	15.8998457722427	6.35209389901759e-57	5.49519643204012e-54	True
FBgn0029896	477.291034028138	-2.40578423566304	0.153642980494637	-15.6582762708578	2.91696422801205e-55	2.29405977604839e-52	True
FBgn0038832	290.155365602645	-2.70240226178252	0.20022783520251	-13.4966362646298	1.63680376366486e-41	1.11075145505941e-38	True
FBgn0027279	2946.64213921217	-1.20455843890617	0.0892583247464128	-13.4951943398936	1.66914448223006e-41	1.11075145505941e-38	True
FBgn0035189	207.86310008807	2.8875858243764	0.230093556805704	12.5496161842321	3.99441446629396e-36	2.3037119698606e-33	True
FBgn0040091	1090.94411316351	-1.56774640644996	0.124872630219065	-12.5547640319552	3.74295411924742e-36	2.3037119698606e-33	True
FBgn0001226	1188.39103759586	1.6783274024138	0.134070172130468	12.5182758830247	5.93094889637058e-36	3.20678993140637e-33	True
FBgn0040099	858.740248668437	-1.78169084605311	0.142744812427003	-12.4816504064849	9.40174221206354e-36	4.78438069862127e-33	True
FBgn0023479	3098.55704032873	-1.53325671604594	0.123781780062788	-12.3867722314884	3.08200385826525e-35	1.48124529876959e-32	True
FBgn0039419	1812.12278905736	-1.16169067066651	0.0950771432867148	-12.2184010847204	2.47912680676587e-34	1.12878557922798e-31	True
FBgn0011260	196.142303063605	2.22997326981393	0.184056688390172	12.1156872337436	8.72298941863676e-34	3.77312907303133e-31	True
