	GSM461182_untreat_single	GSM461178_untreat_paired	GSM461177_untreat_paired	GSM461176_untreat_single	GSM461181_treat_paired	GSM461180_treat_paired	GSM461179_treat_single
FBgn0050463	13.3333867020298	13.6764778777917	14.0000581849299	17.0327280441841	56.6520413354841	85.1697542296205	102.264289698159
FBgn0033635	1093.33770956644	2042.35402975023	2098.45316571894	1364.62209389286	3785.83424054952	3837.12155897659	3666.83032599756
FBgn0261596	18851.7421233323	24044.7677178109	19811.6378936963	22868.4412496753	10866.107841369	10502.7754821053	9114.10815725281
FBgn0263336	145.000580384574	136.764778777917	158.667326095872	219.922576805788	46.7995124075738	62.7566610112993	117.472825089167
FBgn0034885	87.5003502320703	79.0196499605742	110.444903458891	64.6241740499925	295.575867837308	271.945531048964	220.78597929705
FBgn0033367	5362.52146422259	9537.06390678007	9782.9295472249	9663.06738953725	24319.7360924305	29234.1445877636	17828.5989363005
FBgn0034438	32.5001300861975	37.9902163271991	32.6668024315031	37.0712316255771	104.683119859047	128.501734451708	142.121141067697
FBgn0000079	148.333927060081	261.37268833113	286.223411780789	110.211769697662	141.63010333871	129.995940666263	35.1369610757776
FBgn0034636	12.5000500331529	27.3529557555834	34.2223644520509	29.0558301930199	3.69469834796635	1.49420621455475	6.81761931321057
FBgn0000078	30.8334567484438	50.1470855519029	38.8890505136942	24.5471668872065	20.9366239718093	26.8957118619854	8.39091607779763
FBgn0260429	45.8335167882273	97.2549537976298	126.000523664369	172.33113079998	32.0207190157084	37.3551553638686	54.5409545056846
FBgn0261673	12.5000500331529	10.6372605716158	20.222306267121	12.5240647383706	125.619743830856	129.995940666263	137.401250773936
FBgn0063498	519.168744710284	420.931596905366	429.335117671183	408.785473060418	172.41925623843	134.478559309927	196.13766331852
FBgn0265530	44.1668434504736	48.6274768988149	76.2225390068405	81.1559395046418	18.4734917398318	25.4015056474307	29.892638527154
FBgn0024315	141.667233709066	133.725561471741	143.111705890394	135.259899174403	30.7891528997196	26.8957118619854	25.6971804882552
FBgn0033724	99.1670635963463	117.009866287773	73.111414965745	61.6183985127835	275.870809981488	225.625138397767	212.395063219252
FBgn0033782	146.667253722327	229.460906616283	236.44542712326	232.947604133694	108.377818207013	76.204516942292	72.8960834258669
FBgn0033065	2.50001000663058	10.6372605716158	7.77781010273883	8.51636402209203	55.4204752194953	67.2392796549636	56.1142512702716
FBgn0025111	387.50155102774	420.931596905366	457.335234041043	363.197877412749	3289.51309580604	3181.16503078705	2456.96511403012
